species,order,family,pop,author,class,region,location,lon,lat,hybrid,island,habitat_type,doi_data,doi_paper,num_individuals,num_loci,gene_diversity,allelic_richness,global_fst,Ne,Ne_lower,Ne_upper,migratory_bird
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK16,Moussy,mammal,Europe,UK,-2.37,51.4,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,48,NA,0.624696180555556,3.66301336032484,0.0288573392035664,1843.2,81.3,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK13,Moussy,mammal,Europe,UK,-1.56,51.24,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,8,NA,0.59140625,3.6703046953047,0.0295320718241433,NA,7.1,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK20,Moussy,mammal,Europe,UK,-2.31,51.01,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,26,NA,0.600295857988166,3.53727988450576,0.0584029952628855,66,21.2,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_IT,Moussy,mammal,Europe,Italy,9.04,45.62,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,12,NA,0.597222222222222,3.77925992323287,0.041292954762809,8,2.7,31.9,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK2,Moussy,mammal,Europe,UK,-0.03,51.04,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,14,NA,0.592091836734694,3.37115661607652,0.0553957512754343,13.2,4,136.3,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_PL2,Moussy,mammal,Europe,Poland,20.5,52.15,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,15,NA,0.618888888888889,3.88192548414437,0.0150765070943339,42.8,10.4,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK28,Moussy,mammal,Europe,UK,-1.29,50.69,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,12,NA,0.525,3.20581719061663,0.157229620698469,NA,11.2,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK10,Moussy,mammal,Europe,UK,0.44,52.3,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,11,NA,0.520247933884298,3.16781129087631,0.161543947178093,27.6,4.4,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK26,Moussy,mammal,Europe,UK,-1.19,50.67,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,7,NA,0.522448979591837,3.36563436563437,0.134444096750844,42.8,2.6,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK14,Moussy,mammal,Europe,UK,-2.05,51.47,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,14,NA,0.565816326530612,3.32380395348359,0.0973148540839781,73.6,11.5,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK23,Moussy,mammal,Europe,UK,-2.73,50.76,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,31,NA,0.624609781477627,3.55576902971064,0.0233539687540724,74.8,26.5,NA,NA
Eptesicus_serotinus,Chiroptera,Vespertilionidae,Moussy_UK11,Moussy,mammal,Europe,UK,-0.81,50.84,0,0,terrestrial,10.5061/dryad.665np,10.1038/hdy.2015.20,7,NA,0.521428571428571,3.4976023976024,0.136134635624377,11.6,1.9,NA,NA
